x,y_true,noise,y_observed,group,absolute_error,squared_error
0.0,98.0,0.0018452300362238614,98.00184523003622,low,0.0018452300362241658,3.4048738865838362e-06
0.20202020202020202,97.86868686868686,0.4481183062627048,98.31680517494956,low,0.44811830626269966,0.2008100164077507
0.40404040404040403,97.73737373737374,-0.41120678304332636,97.32616695433042,low,0.41120678304332614,0.1690910184208411
0.6060606060606061,97.60606060606061,-1.3358877581359114,96.2701728479247,low,1.335887758135911,1.7845961023373902
0.8080808080808081,97.47474747474747,-0.6820061777575839,96.79274129698989,low,0.6820061777575859,0.4651324264995118
1.0101010101010102,97.34343434343434,-1.4874698324946936,91.28349151487437,low,6.059942828559969,36.72290708541539
1.2121212121212122,97.21212121212122,0.09021540389615773,97.30233661601737,low,0.09021540389615268,0.00813881910014596
1.4141414141414141,97.08080808080808,2.0103228683318,99.09113094913988,low,2.010322868331798,4.041398034937788
1.6161616161616161,96.94949494949495,-0.7383097778269945,96.21118517166795,low,0.7383097778269985,0.5451013280349518
1.8181818181818181,96.81818181818181,-0.9307123497299106,95.8874694684519,low,0.9307123497299159,0.8662254779397813
2.0202020202020203,96.68686868686869,0.7347630752777974,97.42163176214649,low,0.7347630752777974,0.5398767767916861
2.2222222222222223,96.55555555555556,0.5353305122400911,97.09088606779565,low,0.535330512240094,0.2865787573352414
2.4242424242424243,96.42424242424242,0.15812137349684785,96.58236379773928,low,0.1581213734968543,0.025002368756531695
2.6262626262626263,96.29292929292929,-1.395702067062307,94.89722722586698,low,1.3957020670623024,1.9479842600019837
2.8282828282828283,96.16161616161617,-0.043877733694910236,96.11773842792125,low,0.04387773369491299,0.0019252555142017028
3.0303030303030303,96.03030303030303,1.0429547916874318,91.28349151487437,low,4.746811515428661,22.532219563006137
3.2323232323232323,95.8989898989899,-2.016321820927623,93.88266807806227,low,2.0163218209276295,4.065553685548911
3.4343434343434343,95.76767676767676,-0.6864236415603273,95.08125312611644,low,0.6864236415603244,0.47117741569293675
3.6363636363636362,95.63636363636364,-2.851834109701266,92.78452952666237,low,2.8518341097012723,8.132957789255649
3.8383838383838382,95.5050505050505,-1.9343066096774642,93.57074389537304,low,1.9343066096774635,3.741542060241923
4.040404040404041,95.37373737373737,-2.7626025566875985,92.61113481704977,low,2.7626025566875967,7.631972886216846
4.242424242424242,95.24242424242425,-0.3526366966120219,94.88978754581223,low,0.35263669661202357,0.12435263979744035
4.444444444444445,95.11111111111111,-1.9011697221655548,93.20994138894557,low,1.9011697221655481,3.6144463124790276
4.646464646464646,94.97979797979798,0.4068965382325523,95.38669451803054,low,0.40689653823255867,0.16556479282564007
4.848484848484849,94.84848484848484,0.23512662993633773,95.08361147842118,low,0.2351266299363317,0.05528453210521668
5.05050505050505,94.71717171717172,-0.28039641694493156,91.28349151487437,low,3.433680202297353,11.79015973164879
5.252525252525253,94.58585858585859,-3.7751395662307696,90.81071901962783,low,3.775139566230763,14.251678744520992
5.454545454545454,94.45454545454545,-0.8080393437699549,93.6465061107755,low,0.8080393437699485,0.6529275810801689
5.656565656565657,94.32323232323232,-0.07275141810160798,94.25048090513071,low,0.07275141810160335,0.0052927688357943
5.858585858585858,94.1919191919192,0.16996347900496134,94.36188267092416,low,0.1699634790049629,0.02888758419547046
6.0606060606060606,94.06060606060606,-2.29520364825809,91.76540241234797,low,2.295203648258095,5.267959786977269
6.262626262626262,93.92929292929293,-0.7166299140508959,93.21266301524203,low,0.7166299140508983,0.5135584337125978
6.4646464646464645,93.79797979797979,-1.4677786170849592,92.33020118089483,low,1.46777861708496,2.154374068771838
6.666666666666667,93.66666666666667,-1.2132558591383988,92.45341080752827,low,1.2132558591383997,1.4719897797336565
6.8686868686868685,93.53535353535354,1.591347935079118,95.12670147043265,medium,1.5913479350791135,2.5323882504805586
7.070707070707071,93.4040404040404,-1.2113020129978447,92.19273839104255,medium,1.211302012997848,1.4672525666926388
7.2727272727272725,93.27272727272727,-0.0487825574182809,93.22394471530899,medium,0.04878255741827786,0.0023797379082675764
7.474747474747475,93.14141414141415,1.326584801074761,94.4679989424889,medium,1.326584801074759,1.7598272344425578
7.6767676767676765,93.01010101010101,-0.875400649114953,92.13470036098606,medium,0.8754006491149511,0.7663262964708777
7.878787878787879,92.87878787878788,-0.16755292437623945,92.71123495441164,medium,0.16755292437623837,0.028073982467029454
8.080808080808081,92.74747474747474,0.16569621487422087,92.91317096234896,medium,0.1656962148742167,0.027455235623642594
8.282828282828282,92.61616161616162,0.09567266138259294,92.71183427754421,medium,0.09567266138259356,0.00915325813602841
8.484848484848484,92.48484848484848,-1.83758373962654,90.64726474522195,medium,1.8375837396265382,3.376714000139853
8.686868686868687,92.35353535353535,0.11421034556551214,92.46774569910086,medium,0.11421034556551035,0.01304400303419329
8.88888888888889,92.22222222222223,2.0382351326123063,94.26045735483453,medium,2.0382351326123,4.15440245581508
9.09090909090909,92.0909090909091,-2.3207170171927234,89.77019207371637,medium,2.3207170171927203,5.385727473887877
9.292929292929292,91.95959595959596,1.2890740320323975,93.24866999162836,medium,1.2890740320324028,1.6617118600602763
9.494949494949495,91.82828282828282,0.17903103854487185,92.0073138668277,medium,0.17903103854487767,0.03205211276245747
9.696969696969697,91.6969696969697,-0.962205591160832,90.73476410580886,medium,0.9622055911608385,0.9258395996611787
9.8989898989899,91.56565656565657,3.000624819513634,94.5662813851702,medium,3.0006248195136322,9.003749307481218
10.1010101010101,91.43434343434343,1.1433895681270676,92.5777330024705,medium,1.1433895681270627,1.307339704501791
10.303030303030303,91.3030303030303,-1.7989333531578349,89.50409694987246,medium,1.7989333531578353,3.236161209103693
10.505050505050505,91.17171717171718,0.11177434315719514,91.28349151487437,medium,0.11177434315719381,0.012493503788222119
10.707070707070708,91.04040404040404,0.865034375505278,91.90543841590932,medium,0.8650343755052745,0.7482844708058003
10.909090909090908,90.9090909090909,-0.28317318802612396,90.62591772106478,medium,0.2831731880261259,0.08018705441687965
11.11111111111111,90.77777777777777,1.024365400792809,91.80214317857057,medium,1.024365400792803,1.0493244743413999
11.313131313131313,90.64646464646465,-0.09977598022412335,90.54668866624053,medium,0.09977598022412337,0.009955246229684658
11.515151515151516,90.51515151515152,1.0008713412514918,91.51602285640301,medium,1.0008713412514965,1.0017434417385696
11.717171717171716,90.38383838383838,2.1577838874842277,92.54162227132261,medium,2.1577838874842286,4.65603130508655
11.919191919191919,90.25252525252526,-1.0134933765084793,89.23903187601678,medium,1.0134933765084781,1.0271688242265558
12.121212121212121,90.12121212121212,0.30470791558441357,90.42592003679654,medium,0.3047079155844159,0.09284691381979952
12.323232323232324,89.98989898989899,-0.6949613648076227,89.29493762509136,medium,0.6949613648076252,0.48297129857527704
